Rating,Title,Text
1.0,Soooo many false notifications,"  Wanted to love these and the reviews were good, but plan to be hammered by notifications about motion detected when there is no motion.  These cameras are just not ready for prime time until Wyze can sort this out.  I'm assuming they do this on purpose to get you to subscribe to Cam Plus where they say you'll get 70% less notifications.  Clearly they know about this and use this as a methodology to bank coin.  Tough to use these as security cameras given you never know if a notification is accurate or not and have to look at the video for every notification.  Plan to spend some time every day just filtering out false positives  - you have been warned."
5.0,So far so good,"  Got it on April 3, 2021. (Today is April 14, 2021.) So far so good.Installation: Very very easy. Following the instruction in the manual, I just connected the USB cable for power, installed a smartphone App, configured the app for connectivity, and put a MicroSD card. If you have any difficulty, ask Google (e.g., how to setup Wyze cam). You will see a few good helps including Y**t*be video clips.Regarding the video: On April 3, I put a 32GB MicroSDHD card (that was formatted with GUIFormat program available free on the Internet). I set the video quality to SD for continuous recording. Wyze generates one mp4 file for one minute. The 32GB card could hold 4-days SD videos. The SD video quality was good enough. Today, I put a 128GB MicroSDXC card (that was, again, formatted with GUIFormat program). The file system should be FAT32 (not exFAT nor NTFS). I first formatted the card to NTFS in Windows. Then, I formatted it to FAT32 with GUIFormat to avoid ""currently-being-used error"" of GUIFormat. Wyze Cam has had no issue with it. In order to extend the length of recordings in the card, I switched the quality to 360p (which is not much different from SD 480p). I have not checked the visual quality yet, but it should be not much different from that of SD.Regarding subscription: Though the cost of subscription is not much (around $15/year? for each cam), I decided not to subscribe the service. Since the device records continuously and the 128GB card can hold around 20 days records, I can refer to the recorded video files if needed. I mean, I can rely on the recordings instead of cloud. I will let you know later if the no subscription option is good OK.Hardware and software quality and durability: Again, so far so good. The device is a bit warm, but not hot. I hope the heat does not cause any trouble in the long run. So far, the device is working very well, continuously recording without any issue. The Android app/software is very good. I am sure iPhone app also functions well, too.I will report my experience several weeks later."
3.0,Night color feature doesn't work,"  Video quality is better then their v2 cameras, but I bought this for the full color night vision recording but as you can see in the picture that feature doesn't seem to be working just looks like normal night vision and that's with the IR light off. Very disappointed hopefully something will be updated in the software"
5.0,2021 Review: Don’t trust the 1 star reviews,"  I almost did not buy because of the scathing 1 star reviews, but it seems like they may be from competitors or amazon wants you to buy their cameras. I searched online (not on amazon) and this camera kept coming up as one of the best. I thought the price it was easy to risk it, and so happy I did. The camera is wonderful. I plugged it in, connected to the app and it’s been wonderful. I face it out a window towards the alley and it detects the differences between people and cars and other motion. It gives me alerts, let’s me view the events, and gives me peace of mind. I’ve ordered several more and also recommended to friends.Easy setup, long cord, comes with magnet mount. Clear picture, immediate alerts. No reason to not have one of these in the house. Only downside is you can’t rotate it but I’ve got a cat camera for indoors."
4.0,Wyze V3 vs Blink Mini,"  The picture series has Wyze first and Blink Mini 2nd in all shots. First pic is of both at my wall mount. First comparison is Image Quality as cameras capture in daytime. I am standing at 20 ft from cameras. Next enlargements are done by zooming thise images on IPhone 12 Pro Max and doing screen grab of each. Wyze wins with sharper images. Lastly is night vision comparison. Night vision is hugely better on Wyze. Why have a security camera if someone breaks in and their faces are blurry? Pros and cons: First Amazon owned Blink feels more solid product support wise, long term as its a bigger name with likely more resources. I had cheap Chinese MIPC based cameras before - what a joke! 2nd I don't want images in cloud. I want local discreet storage. The Blink system can give that with Bluetooth available USB sync module storage possibility. The Sync Module can be hidden in a outlet in a cabinet or a location not nearby. That is better than Wyze. Micro SD cards in camera (Wyze) mean suspect can steal them or destroy them easily - so this is a strike against Wyze. Lastly I don't like the pigtail on the Wyze V3. I know they did this for sealing/weather tightness. But they could still do a co injection molded sealed insertion of the connector at the camera body. Cameras should all have flat round common diameter bottoms, designed properly and have common interfaces for hookups and wire concealment in wire tracks. In this way they fit avariety of mounts. For wire concealment I use Legrand Cordmate C10 white wire channel it works very well. Standardize all interfaces please. So really neither has their act together 100%. But Wyze has most important feature, Image Quality, correct."
3.0,Great price but need improvements,"  I have a love/hate relationship with Wyze’s security cameras. I love the low cost of their cameras. It’s easy to install and setup. No subscription is required (but with limitations)! Live view, for the corded cameras, loads very quickly.I hate the significant notification delay when the camera detects motion. I’m talking about up to a minute delay (at times 2-3 minutes)!! So don’t expect to be able to speak with anyone through the camera because they’ll be gone by the time you get notified of their presence.I get a lot of false alerts. The camera detects “motion” from moving shadows and headlights at dusk. I live in the center of two busy streets so it’s difficult to aim the camera away from the passing cars on either side. At night, I’ll get notifications of every car that passes because of their headlights. During the day, adjusting the detection sensitivity reduces the amount of false alerts from cars.Error code 07 occurs a quote a few times which prevents video playback of an event.I also get missed motion detections. I had an amazon delivery today (March 26 at 10:18am) and 2 cameras failed to detect the driver. My last notification for the day was at 8am so it wasn’t caused by the “cool down” limit.The camera also has a short cord so you’ll need to purchase their extension kit if you don’t have an outlet within 5 ft of your installation spot.I also own 2 wireless outdoor cameras. One is installed on the side of the house without a nearby exterior outlet and the other camera is in front of the house on a tree that is roughly 15 ft from the house. Two weeks after installation, the battery percentage is at 80%. The live view loads a lot slower when compared to the wired cameras. It takes 15-20 seconds to load live view whereas the wired cameras load live view within 5 seconds."
1.0,The App doubles as monetization scheme,"  The entire app, required to use this product is a constant nag for you to give them a subscription fee for their cloud services.I’d rather pay five times the amount for the camera and never have to deal with that design.I also think the app is really confusing and it took me a while to actually understand how to set things up for sound and motion recording. I don’t know why there wasn’t included directions printed how to actually click on stuff and make things happen. Maybe because they redesigned the app so often I don’t know.But needless to say I open the app and reminded many times that I can get the stupid “plus” service.They won’t stop telling me how awesome it is with all of the design and the user interface is specifically split between “plus” functions To show you what you’re “losing” if you don’t give them money every month.I also had no idea that you couldn’t record locally without an SD card I wish that somehow that was more obvious before I bought it. But I think they purposely don’t include one so they can try to upsell you in cloud storage and the physical product costs less.Call me old-fashioned but I would like to just use my product and not being nagged for money all the time. I wouldn’t recommend this product to anybody just for that reason alone. This product honestly is the worst of what a smart phone era has to offer. I’m sure the subscription BS is at least moderately effective and they make money ...but I think Just because you can make money doesn’t necessarily mean that it’s OK.I understand this model with FREE games/apps because you don’t pay for the entire thing. But consider some thing like iphone. When you purchase the physical product, it has local storage that comes with it and it tells you that you can do cloud services but it doesn’t consistently remind you all the time that you’re not paying them for cloud services. Every time you look at your pictures it doesn’t say “Hey you could have more space on your phone if you bought our stuff”.Something about the design of this makes me feel like part of it should be illegal. Because you’re paying for a product But still wasting your time being nagged. And the entire design is just a mental game to press you for more money. Yay capitalism.The actual camera and tech itself is pretty good. But honestly I’m just so sick of this type of crap.Needless to say I don’t think I want to buy any Wyze products. Somehow all of my other smart devices don’t seem to be advertising to me like this. Their apps focus on actual utility, not monetization gimmicks."
5.0,See for yourself,"  The top photo is the new v3, and the bottom is the Wyze cam outdoor WIRELESS (also much more expensive)Both cameras are right next to each other with the same lighting, taken minutes apart. Needless to say I love love the v3 and I bought 3 more. So much better than their other cams for so much less."
5.0,Great improvement over the v2!,"  I've owned multiple Wyze Cam v2's since 2018 and while they have worked wonderful since, the improvements in the new version (as well as the cost) persuaded me to upgrade.The improved camera sensor is literally a night and day difference. In cases where the cam v2 would switch on the infrared lights and go into ""night vision"" mode no longer occurs with the v3. The ability to choose between ""near"" or ""far"" IR lights is a bonus as well.One other major improvement over the v2 is the weather resistance rating. There is a short micro usb cable that is connected to the back and is permanently connected to the camera to seal it from the elements. On the other end of the cable is where you plug in the included power cable. This part of the connection is sealed by a rubber-like tip. Even the port for the SD card has a small cover. Good attention to detail.Setup is quite simple. Download the app, log in or create a Wyze account, select add device, and choose the correct product. The directions walk you through the rest. One thing I will point out is that you need to select a 2.4ghz Wi-Fi network. It may list your 5ghz network and the camera will tell you it couldn't connect. It might be useful if Wyze added some text to the network select screen mentioning that. EDIT: It appears the app now tells you.One point I like to mention to new possible buyers is that you should not rely on these or any other similarly priced camera's for security purposes. They are great for keeping an eye on things, but if you are solely looking for something to provide security you should be looking at spending a bit more."
5.0,WYZE Cam V3 is simply wonderful and the negative reviews - are extremely silly!,
1.0,1 of 2 cams purchased work,"  07/14/21 - Personally , I love Wyze , but I'm leaving this review at 1 stars for now. When we received the cameras , both of them worked for a day or so , but one camera ended up disconnecting and saying ""ready to connect"" endlessly. Sadly I unplugged it and havent used it since.  Ive tried multiple factory resets and updating the app etc , to no avail. I hope customer service can help me out with this one. The other wyze cams we have work wonders. I think I just got a defective one.Update - 07/15/21 After a nice Wyze Rep (Josh) tried to help me over the phone , to reset/firmware flash the cam , we were unable to get it working , and Josh confirmed we would be able to exchange the unit. Via email I was directed to a new Rep (Antonette) who said we would be unable to exchange the camera , since it was past 30 days from purchase.... Wife and I recently had a baby , so that took precedence over anything else. We ended up buying a new Wyze Pan Cam from Amazon... fingers crossed this one works properly. As we purchased it to keep an eye on our baby while at the beach. I just wish Wyze would follow through with what was said from one rep , or not mention it all. Just be consistent... unlike the camera I received."
1.0,Worst Customer Support of any company I have ever dealt with :(,"  This company makes a great product, and things rarely go wrong, but when they do beware that you are screwed, their customer service is absolutely worthless. Had a new camera that would not work out of the box (support ticket 1184279that has been going on for two weeks trying to get a replacement approved."
1.0,"Good Camera, Poor Software Features, Shady Subscription","  I should preface this review by saying that I almost never write bad reviews and that my expectations for this camera were low.  That said, given the price point (and favorable reviews) I honestly thought I'd be pleased with this.The camera is pretty amazing. Sure the detail could be better, but I have it mounted on a second story windowsill overlooking the backyard and our cars. I don't think it's enough to make a positive ID but I'm honestly quite impressed with the picture quality. The night vision is truly fantastic. For what I paid, it's great.On to the software (android app)... This leaves a lot to be desired. Very little customization. Weak detection often misses people. The alert system is extremely basic. Like... it's bad. I literally can't speak enough about all the seemingly bare bones features it lacks.Mind you, I'm not expecting much here. But I should be able to set a detection area that sends me alerts for people (not every car rolling through the neighborhood) within it. I should be able to set a smaller detection area that alerts me LOUDLY on my google home devices if a person is detected during certain hours. I should be able to access the camera (security) when connected to a VPN. I should be able to customize the notification tones on my phone. I should be able to access all of this from a website on a web browser, not just my phone. I could go on and on for days about how basic and devoid of features the software is. Just a few ""if this, then this"" options would go a long way.But honestly the worst part of all is that today I discovered that the annual subscription price for the ""Cam Plus"" features... is per device. That's right, it's $20 (seems reasonable at first), PER CAMERA. I can overlook the poor software and hope that these basic features become available in the future, but the per camera subscription fee is enough to make me say with certainty: DON'T BUY THIS. A flat annual subscription fee should be an incentive to purchase more cameras.I rarely write bad reviews, but I'm honestly very disappointed in this."
1.0,Brand loyalist NO MORE,"  I have purchased over 40 of these cameras for personal use and gifts to family members. My first review on here marveled at the “Value” these cameras deliver. Well .... after 2 years + I have extensive use and now “User history” and let me tell you, buy another camera. Trust me, I do not have an ax to grind, nor do I wish them ill will but they got greedy, grew too fast and their reliability went off of a cliff.After all, reliability is the most coveted quality of a surveillance camera. What really blows, is I have my interface and software set up so I can’t just get rid of them all and start over with a reliable brand without great expense and hassle..... Unless someone wants to buy all of the working cameras from me! You will love this camera for about 9 months and after they perform several firmware “upgrades” your camera will cause you all types of problems."
1.0,Requires a subscription service to function properly,"  I was actually really happy with these cameras. Easy to understand app and setup, good video quality, pretty nifty all around. That was, until I recieved an email welcoming me to the 14 day free trial of their subscription service.One of the features of this subscription service (for this product that I already purchased) was that with it, the camera will record more than 12 seconds after movement is detected. Meaning if you don't pay for this, you better hope your home invader rapist/burglar shows their face within 12 seconds of showing up! Sincerely, your friends at Wyze :)This is extortion and a scam. The security camera doesn't do the ONE thing it's supposed to for more than 12 seconds at a time. The email doesn't even say how much the subscription service costs while asking me and providing multiple links to sign up to it.Really sucks because it was good up until that one ""feature."" Now it's just a plastic piece of junk. I'm returning it immediately."
1.0,Picture quality doesn't matter if it won't stay connected or send notifications,"  The cam setup went exactly as instructed. I set it up and it immediately went offline, but it's in the same room as the router, 10ft away. I rebooted as instructed, and it came online again. For a few minutes. During setup I had been signed up for the free Cam Plus trial with motion notifications, so I tested that but, I did not get any notifications with extreme motion in the camera field of vision. I couldn't really test much because after a few moments, it went offline again. There is nothing wrong with my router, and I do not have a heavy streaming load. There's one tv and one non-gaming laptop usually running on this network.I got this camera for peace of mind when I am away from home. When I am away I can't walk over and unplug/plug in the camera every 20 minutes when it goes offline.  This camera is no good if it does not fundamentally work. Unfortunately I didn't get to unbox and install it until after my return window expired, so I'm stuck with it. I wasted a lot of money on 3 cameras and covers for them. I'm pretty mad at myself for making such a poor choice.It's literally no better than not having a camera. I might as well have just stapled $45 to the wall for each camera I bought. That would provide the same amount of security."
2.0,Better than V2 but not there yet - No tech support,  The V3 picture quality and low light sensitivity is better than the V2 & battery cameras but the motion detection at night is so horrible that I can’t use it.  The camera produces so much noise at night that the motion detection continually triggers at the lowest sensitivity with the sound detection off.  I am averaging over 100 false alarms per night with the cameras.  I have the battery version and the V2 camera looking at the exact same scene and they are producing no false alarms.  I believe I have a defective unit but the customer service is so horrible that I can’t get a response from them.  I keep getting emails apologizing to me that somebody will get back to me soon but 14 days passed with no actions.  I have submitted all of the settings and actual screen shots to tech support and am discouraged by the lack of response. Help!!!!
2.0,Picture quality is great.  The microphone is terrible.  It rarely connects.  Stick to V2,"  3 Month Update:I'll stick to my V2's.  They work all the time and connect quickly.  The v3 is ALWAYS the one cam I get a connection error on when trying to view with the app., almost 100% of the time  It also misses motion events regularly.  The picture is great but the audio is worthless.1 Week Update:The 2 way audio is useless.  When I turn on the speaker so I can listen to what's going on outside, all I hear is a constant, LOUD snap crackle and pop.  Even when someone is standing directly below the camera and yelling, all I hear is snap crackle and pop.  Hopefully the video continues to work.Original review:The picture quality is amazing.  I initially planned on getting just one of these to mount outside (thanks to the new weatherproofing) and because the picture quality is so much better and vastly superior at night, I'll be replacing all of my v2's pretty soon.Here's a bug I didn't expect.  I have this mounted on my garage watching my driveway and front lawn.  I get random notifications that there's a vehicle in my driveway.  Yah, Wyze, I know.  It's been sitting there all day and hasn't moved.  But I keep getting a random notification that there's a vehicle.  It's not saying it moved and there's no movement detected on the camera.The second bug is less a bug and more of a feature failure.  All the new v3's come with 2 weeks of 24/7 continuous recording and in theory it's great and I appreciate the free offer to check it out but I'd REALLY like to turn it off and I can't.  I have GARBAGE internet with God-awful upload speeds.  The 12 second videos aren't much of a problem.  But the much longer videos hoss my internet to the point that the other cams no longer work properly until the v3 video is uploaded.That all being said, I love the new v3's and will be swapping out all my v2's very soon."
