Rating,Title,Text
1.0,Lots of bugs in software and Alexa app,"  Going to return it. Heat mode doesn’t turn off on its own so my house is 90 degrees hot when I set it to 75. You have to physically turn on AC and then turn off Heat.  I think this is a new Amazon product and Alexa app is not in sync. Defeats the whole purpose of automation and saving energy costs. Since it will not turn off heat on schedule. I thought it was c-wire adaptor but this product is defective. Also the Alexa app settings don’t match the display settings.  Will try Nest thermostat instead.  Had high hopes but Amazon let me down this time. I have ring alarm, camera and other Amazon devices that work flawlessly."
3.0,It has potential.  Best price of any smart thermostat I've seen.,"  I've had this installed for one week.CONS:1. Alexa Hunches (machine learning suggestions) have a long way to go.  Pretty routine bet at 10PM and get up at 6 or 6:30 AM.  Alexa never fails to set Sleep temp around 3 or 3:30 AM.  5 hours late.  I haven't seen improvement even after a few ""Alexa, bedtime"" to help it learn.2. One day I went to the office to work and at 8:30 AM I received a hunch that set my ""Home temp instead of the Away temp.  I was expecting that to be a slam dunk based on GPS location 20 mins away.  This is the one I really want to work well.  Hybrid WFH/Office, out shopping, dining, etc.  Having temp dynamically adjust to my presence to use minimal energy will be my biggest efficiency gain.3. Alexa app needs an overhaul.  The Home screen constantly changes which menus are seen.  I haven't found a way to stop/prevent screen clutter from them pitching Popular Skills.4. This morning I woke up at 5 AM warmer than usual.  I look at the temp on the phone and it's 5 degrees higher than should be.  I checked config and all of the Home/Away/Sleep temps I configured defaulted to factory settings.5. Alexa Hunches asks for feedback to help it learn.  You can only say ""yes"" or ""no"" to a questions phrased like ""Did Hunches do this properly?"".  I don't know what to rate it.  If it's 3 AM and it sets my Sleep temp to what I want do I say ""Yes"" to help improve hunches?  Or, do I say ""No"" because it did it 5 hours late?  Not knowing the algorithm they use I'm assuming I could be making it dumber.PROS:1. Installation.  This was replacing a digital HoneyWell thermostat.  The wiring was 100% identical.  All I had to do is pull the old one off the wall and stick this in its place.  Launch app and setup was as easy as it gets.2. Convenience.  Even though hunches are a work-in-progress I really like being able to use Alexa voice or phone to input desired temps.  My house has one thermostat on main floor.  When I'm upstairs and want it cooler I don't have to make a trip down to adjust.  Using routines right now to set Sleep temp to 65 automatically.  Saving energy and money and I sleep better with exact temp I want.  I don't think I'd ever manually adjust the temp multiple times through the day.3. Price.  Amazon hit a price point I couldn't say ""no"" to.  With energy rebates it's potentially free.  I believe it would have paid for itself in short order without rebates though.NEUTRAL:1. If you use Alexa Hunches you can't use the thermostats schedule function.  Example: schedule it to set Sleep temp at 10 PM and Home temp at 6 AM.  There is a workaround though.  Just use Alexa routines instead of thermostat schedule.  I'm hoping this gets me best of both worlds when it eventually get my presence right and set Away temp.No regrets purchasing.  I'll come back and raise the rating if the Hunches start working in my favor."
5.0,Great product and value. Don't listen to the whiners.,"  This is an ""install and forget about it"" product. It sets a temp, it adjusts at bedtime and when you're not home, it does adjustments through Alexa when you ask. Simple. This is the Fire tablet of smart thermostats.If you've ever installed a thermostat, this is no different. If you have a 5-wire setup you're all set. If you can run a new wire you're good too. This is no different than any smart thermostat. People complaining about the installation or setup are being ridiculous. Google ""thermostat installation c wire"" and you can do this.The interface is super simple. The Alexa app features are simple and work, but the idea is your hardly ever have to muck with it. This is great if you just want  a comfortable home and save money and don't want to tinker constantly."
5.0,Too easy if you have an exsiting Honeywell thermostat!,  I have an existing non-wifi Honeywell thermostat.  I was happy to see that the wiring block and pins are identical between that and the Amazon thermostat.  No wiring needed.  Just popped off the old one and pushed on the new one!  The set-up on the app took longer than the physical installation!
2.0,More than one thermostat at the same house...Not good...Need Alexa team to upgrade software.,"  I have installed two units for my home. I love it. installation is easy and step by step instruction. It works with Amazon Alexa perfectly. The price is so good. You cannot find WIFI Thermostat like this. After installed it looks beautiful. I recommend it to you if you look for Wi-Fi smart thermostat. I set it with Alexa auto controlling, it makes easy to manage our home heating system. Alexa knows you are at home or not. And Alexa , she will adjust home temp automatically. Great product. I love it. However I have two installed, up stair and down stair, there is no way make schedule each one  individually. You set temp for the down stair as Alexa auto control prefer temp, Alexa will set the temp upstairs as the same as the down stair temp. I think Alexa team will fix this issue easily with software upgrade. Hope soon they will upgrade software."
5.0,"For the price, best smart thermostat","  I've owned Nest (eco and pricier models), Honeywell programmable, and quick stint with Ecobee.Install- as easy if not easier than all to install- *** DO a compatibility check before you order. *** It's free, easy, and it will save you lots of time and potentially money later.- follow the in app directions- It was installed in less than 20 mins- the final install is much cleaner than other brands* Take a picture of your current setup wiring now if you're considering a smart thermostat. Just reference the picture when doing a compatibility check *Programming- I didn't go with the ""hunch"" as I work from home and the is rarely away.- being used to Nest, the type of home, away, sleep is very similar. It took a minute or two to just figure out the copy/paste of the weekdays.Alexa- even though I'm an Android guy, I don't use Google home other than Nest protect and the former thermostat- I like to tell Alexa what to set the temp to (had to use it early one AM when I was up before my awake heat)- does not tell you humidity over Alexa; you'll have to check on the app- the Alexa app let's me check humidity, hours on during the day and estimate kWh used.- The app is a single point to check in on smart devices. You can create a favorites list on a fire tablet or your appAt this time there are no room sensors to create a primary temperature target. I like that with Ecobee and Nest.BUT for literally 1/2 the cost and a very very easy install, the Amazon smart thermostat will most likely gain significant market share quickly."
1.0,Won't accept Wi-Fi password,"  I know my Wi-Fi password. All my other Alexa devices accept my Wi-Fi password. I can easily log out and re-enter my Wi-Fi password on cellphones, laptops, desktops, Alexa devices. Yet this thing tells me ""Incorrect password"". Tech support wants to endlessly re-set, re-install Alexa app, etc. and try try try again. Same thing- ""incorrect password"".No way this is only happening to me..........Addition 11/16- Amazon customer service over 'chat' repeatedly had wrong instructions. Said 'Press ""Up + Mode' buttons at same time to re-set, when it turns out to be ""Up, DOWN + mode"" buttons at same time. Very frustrating especially when combined with Alexa app boots you back to square one every time there is any kind of delay. Still not working. Now connected with more knowledgeable customer service. But item is 'out of stock' so I cannot get a replacement. Meanwhile no heat or AC. Fingers crossed weather holds....."
1.0,"So bad, so limited, not worth cost.","  Does it work - yes.  Does it work good -  No, no, no1) The control interface is poor.  To turn on the fan while in automatic heat.mode, you have to cycle thru at least 5 button pushes to get to FAN ON.  Once in the fan only mode, the display does not show the fan on.  What product manager approved that.  Product Manager - you need to ask for help.2) No clock on display.  For some, that is a big miss.3) Temp control, there is no way to set +/- turn off set point such as, +1 deg turn on AC, -1 def turn off AC.  In heat mode, thermostat was short cycling to maintain exactly 70.  May be fixable.  Product Manager - Do you need help with simple stuff?4) App will at times not show the fan or heat on status.  Not acceptable for WiFi connect device.5). The App is an example or really lazy programming.  To change the mode in the app -  launch app, click devices, click thermostat, click settings, click mode.  No quick settings for phone.  Just bad interface.  Rushed to market is the best we can say.6) The thermostat will not track current run times.  The app will not track current run times.  A 20 year old Hunter thermostat will track run times for Today, Yesterday, The Week, and Last Week.  Are you sure you want to call this a Smart Thermostat.  Why does it matter?  By tracking run times you can see a problem with the ac running too long to cool the house.7) I called tech support .... Not in USA.  The lady kept asking ""Do you have Alexa"".  No help what so ever.  Zero stars.This product is missing basic functionality in 2021.  No, this is not worth the sale price"
2.0,Room for improvement - UPDATE 1/11/22,"  UPDATED REVIEWI have switched back to my old Ecobee smart thermostat. The Amazon thermostat is short cycling my HVAC system which could eventually cause excessive damage and higher energy bills; I don’t even have a complicated system.So I have to warn everyone that you cannot adjust the swing temp / set point of this thermostat. It will constantly cycle on/off as it tries to maintain your temperature; it won’t let your furnace “rest”. For example, in the morning the set temperature is 70, and due to our weather here in MI it can take up to an hour to reach that temp in the morning. As soon as the temperature is met, the thermostat will turn off the furnace, then turn it back on SECONDS later after it had been running for an hour. YOU WILL WEAR OUT YOUR HVAC SYSTEM with this behavior. The Ecobee in the same scenario will wait until the ambient temperature is 69.5 before it calls the heat again, and even on Ecobee the user can adjust the swing temp if they choose to do so.Also, as many have mentioned, the “Hunches” feature is hit and miss and not reliable enough to use. It won’t even recognize that I’ve left my house even though I have geofencing turned on. A ticket was placed into Amazon weeks ago for this issue and I’ve never heard back.I’ve waited for Amazon or Honeywell to address these issues but so far there have been no credible software updates since this thing launched. How disappointing.ORIGINAL REVIEWThis is a version 1.0 product and it shows. Hopefully Amazon will actively listen to customer feedback and make the following improvements:1. Allow Hunches and Schedules to work together2. Allow user to modify the temperature “swing” setting3. When using hunches, Alexa has only noticed I was “Away” once during my usage and should work accurately EVERY TIME being that I have geofencing turned on (this is something every other smart thermostat gets right out of the box).4. Illuminate the appropriate system icon (flame, snowflake etc) when system is running.5. Allow Alexa to state the humidity % if asked6. Let us set routines based on said humidity levelIf Amazon is quick to make these (software) changes; this device could definitely become best in class."
4.0,Ya basic. But that’s ok.,"  I was going to pass on this because it required a c-wire and I didn’t want to spend the extra money on an adapter. My old stat was connected with out a c-wire. But I decided to take a closer look at my cable- it did have a blue c-wire cut off. I connected to my old stat and made sure it was connected to the furnace. Once I finished my preparations, I preordered the new smart thermostat.I tried to research everything the thermostat could do. No previews anywhere. Oh well, I wait until I get it. Finally got it, installation and set up took less than 10 minutes. I went to see all of the features, and to tell the truth I was a little let down.First off there’s no instructions on how to use this. No little pamphlet in the box or even digital. I thought instructions would show me some hidden features. Nope. What you see is what you get. No outside temp display, no clock, not even a hold temp feature. I was strongly thinking of just returning this and getting a Nest at a discounted price. But after using it for a while, I changed my mind.I thought about the reasons I wanted a smart thermostat in the first place- to be able to control my thermostat from anywhere. In an ideal scenario, I wouldn’t have to ever look at the thermostat again. I didn’t need to be able the see the outside temp or time on the display. The plan white housing blends perfectly with my white walls (once I patch up the screw holes and touch up the paint).For those that already have a Nest, stick with your Nest. There is nothing new for you here. If you just want an inexpensive voice controlled thermostat, this is good product."
1.0,buy a NEST,"  Instructions ok but not thrilled about having to go into my HVAC system and mess with wires! ultimately had to hire an electrician, he could not make it work so I'm returning this. could not get it to work or have the alexa app recognize it. not worth the trouble and wasted $$ on the electrician (who said maybe I should have hired an AC guy). the QR code given did not link to anything!  3 of use wasted hours on this and its going back!!"
1.0,Short Cycling Setting,"  This thermostat does not currently have a basic compressor short cycling feature, which will prevent compressor in cooling mode from short cycling. This is a basic feature that most thermostats have. I am extremely surprised that Honeywell did not built this in to the settings of this thermostat.  This can easily be solved with a software update.  If not, I will be return mine with a thermostat that has this basic feature to prevent compressor failure from short cycling."
5.0,So far so good,"  Bought this to take better control of the temps in the house as we transition to fall. In GA it’s 37° in the am and 78° by mid afternoon…. I have wanted a smart thermostat and wanted to avoid the price tag. This unit is perfect for that. Setup and install couldn’t be easier and the Alexa app walks you through if you haven’t done this before. The app also can control the thermostat and set parameters. Truthfully, I walked over to take the pics and that’s the first time I’ve even looked at the thermostat itself in 4 days. The app control is very useful. I recommend allowing hunches too.Very much recommend and will buy more for the other 2 levels of the house.The unit can be installed without the trim plate but I didn’t want to hassle with touch up paint where the old unit was."
4.0,Good Value But a little Lacking On Tech Documentation,"  I just installed this tonight so I'll try to update this review in a couple months.  I have a standard heat pump with reversing valve & resistive heat strips for auxiliary heat.The physical install was easy and straitforward. When the tstat connects to your wifi, it downloads firmware updates as indicated by a blinking yellow exclamation point. This is not discussed in the provided documentation and you can't complete setup until the download completes. The wiring terminal block was pretty standard for hvac tstats. Note:-White (aux heat)- W2 not W.-Red (24V xfmr) - R not Rc.You must connect the other side of the 24V xfmr (Blue ""C"" wire) to the C terminal. All other connections are pretty standard."
1.0,DO NOT BUY - unsuitable for multi-adult households,"  WARNING - This product does NOT work with Amazon Household!What does this mean? Unlike every other smart thermostat, there is only *one* person in a household who can adjust the thermostat from their phone.Amazon has ""Amazon Household"" which allows you to invite other people to control your smart home devices - this is how Alexa devices and lights are managed currently - it works fine. Unfortunately, adding people onto this does not allow them to change or even see the Amazon Thermostation.This is a gross oversight that this device doesn't work with that setup.So what would another adult be able to do to adjust the thermostat?1) Log in with the primary person's Amazon account, which also gives them full access to everything, including purchases - not really optimal.2) Physically interact with the thermostat - which kind of defeats the purpose of having a smart thermostat.3) Interact with the thermostat using Alexa voice commandsThe *most obvious* thing to do with a smart thermostat is to control its settings with your phone. If you're lying in bed and want to make a temperature change, you can't do #2 or 3 without making noise.So by all means, exclude your spouse/roommate/partner from being able to control the thermostat or set the smart functions through their phone! If you'd like some more household strife, perhaps make the thermostat controllable only through a nice game of Monopoly?"
4.0,"Great value, interface on unit and app could be better","  This is the best value for a smart thermostat.My only complaint is that changing the fan setting is more difficult than it needs to be. To change the fan mode on the alexa app you have to dig into the thermostats settings menu. It's just as annoying on the unit itself because you only have one button to cycle between cool/heat modes as well as the fan mode, so you end up spamming the button until you come around to the option you want.You can't change the physical unit itself, but adding a button to specifically change the fan mode on the main temperature screen of the alexa app would be nice.The most convenient way to change the temperature is with alexa voice commands using for example, an echo speaker.Overall, it could be a little more convenient to adjust common settings/modes, but it does what it needs to do at a great price and future software updates to the app could could help with my complaints as well.I'm very happy with it and I love that it has the ""circulate fan"" feature which is a good balance between the typical ""auto"" and ""constant fan"" options that you're limited to on most thermostats."
5.0,"Easy Setup, works great","  I pre-ordered two of these for my dual zone heating/cooling system.  One zone is gas, the other electric.  I do not have a heat pump or other item that adds to the complexity of setup.  With that said, I didnt need to use the instructions for setup, it was very straight forward.Before getting the devices, I was a bit concerned that my previous thermostat was much larger and the new would not cover the old color of paint.  I was pleasantly surprised to find a ""base plate"" in the package that was a very similar size and fully covered the area of the old space.  I do wish there were two options for that baseplate however, one that is the same size as the thermostat itself...I think it would just look a bit better, but its not a big deal.Once I had them setup I went through the app for schedule/configuration etc.  Way more simple than setting a schedule on my old thermostat.  The ability to modify the temperature from my phone, or just by telling Alexa is pretty convenient and works perfectly.  So far I am incredibly happy with it."
5.0,Incredibly easy and intuitive to set up.,"  Installs and sets up in minutes. Has all of the smart features you could want, and at a fraction of the price of some other smart thermostats. A+"
1.0,Not ready for prime time.,"  It was easy to install.  The on device controls are pretty basic and confusing.  The voice controls suck, I can't override my current temps via voice.  Documentation is lacking for physical device and Alexa control.If you want to give all control to Alexa to let that assume your comfort level.  But if you want to schedule a temp schedule, be prepared for Alexa to be smarter than you.  Her ""hunches"" will always trump your actual scheduled temps, and voice control will say ""I'm sorry I can't do that right now"", or ""I'm sorry thermostat can't be set to that.It is a some what good effort, I am just glad I didn't pay more that $60 for this thermostat.  I will most likely be replacing with my old school Honeywell that does what it is told instead of what it would like to do.If you are happy with Amazon's AI determining what your temp is, or you want to give up you comfort to the whims of Amazon's AI then this is the thermostat for you.Personally I want to schedule out my temps, I know what my house does for temp swings, and I set my schedule according.  I would like a setting that says, do this and damn your AI, allow me to control my house the way I want not they way you think it should be.I had high hopes that this would be a good product, but I am ready to rip it out and go to an old school mercury thermostat that does what I want instead of what it wants."
4.0,Sleek and Easy to install!,
2.0,I have a 'hunch' Alexa has no idea what she is doing,"  Installation was a simple breeze on this device.  Alexa immediately found her and gave me access to all the settings through the Alexa App.  Initially I decided to use Alexa 'Hunches' to control the thermostat automatically based on whatever she thinks about us.  The 3 choices to choose from are Home, Away, Sleep.  That's it.  You can select a temp for each of the three and then let Alexa try to decide which of the 3 she believes is happening.  After about a week of complete non-sense hunches being made, I gave up on that feature.  She was consistently saying we were going to sleep at 11:46pm each night when we had been going to bed around 9:30 each night.  Clearly her hunches are made up since her hunch each night was exactly the same time no matter how many times I told her in the app that her hunches were wrong.  We have MANY Dots around the house so if she is listening, she is failing.  I found myself manually asking Alexa to lower my temp to my sleep temp from bed via voice each night.  Then I went on vacation and enabled the feature that could track your phone to make decisions about if you should be in Away mode.  Each day I would log into my Alexa app and found she was just going ahead and heating the whole house even though I kept having to override her back.  To solve this problem I just lowered the max heating temp to my away temp and that allowed her to stop making dumb decisions.Once I returned home from vacation I ditched the Hunch feature and went to a schedule feature.  These features are mutually exclusive (makes some sense).  The daily schedule feature only allows 4 setpoints and times throughout the day and each day can have their own up to 4 temps/times.  4 is not enough for me and my 10 year old dumb Honeywell thermostat allows up to 8 per day even.  (I like to heat the house when my wife is getting ready for work and then again when I am getting ready for work 1.5 hours later in addition to having the house heat up when either of our schedules are having us come home and then drop back down for bedtime).The schedule feature was equally broken.  I consistently found the thermostat heating to a temp that was no where in the schedule.  I had it set to start heating at 5:15am for my wife and it never did it without her hitting the up button.  I played with the 'preheat' toggle and that didn't appear to do anything.  Each night it was supposed to drop to the sleep temp at 9:30 but I found it cooking us away at 10:30 many times.Couldn't trust this device to do a single thing it was intended to do aside from wifi/voice control and remote administration.  Definitely not worth the money since it couldn't seem to tell time."
1.0,Disappointing.  Could and should be better,"  12/3/2021 UPDATE  The unit is practically useless.  It cannot handle basic commands to turn on or off.  The response from Alexa is ""more than one device share that name, which one would you like..."" But NO other device has a remotely similar name, so I can't do anything on my end. Amazon ""tech support"" are incapable of solving this issue and refered me to the manufacturer, because Amazon can't resolve ""wiring issues"".  To be fair, this ceased being an issue for a few days, but then returned absent any changes on my end.  Not sure if it's been resolved because now Alexa tells me the device ""does not support that function.""  Wonderful, a ""smart"" device that is incapable of basic commands to turn on or off.Original review: I purchased two of these after Hive stopped USA support. I was fairly happy with the Hive units but experienced occational issues, mostly with communication between Alexa and the Hive units.  I was optomistic these, being an Amazon product, would communicate better with Alexa and would be an improvement.  Amazingy, they are not.  One of the units controls the first floor heat pump, the other controls the second floor heat pump.  I've named the units ""first floor"" and ""second floor"".  Asking Alexa to decrease 2nd floor will sometimes work but sometimes it doesn't.  Sometimes Alexa responds asking which first floor I am refering to, claiming other devices have the same name.  But no other devices in our home have a remotely similar name.  The second dumfounding bit of stupididty I""ve encouncounted is, if I win the temp change lottery, Alexa responds by reciting my prefered tempature range e.g. this device is set to keep temps between 60 and 68.  Apparently a programmer thought this was helpful.  With the Hive unit Alexa used to advise the new actual temperature setting e.g. 1st floor is now set to 68.  Time will tell if updates include some common sense and make these more useful."
2.0,Schedule Limitations,"  TLDR: Schedule is limited to 4 actions per day. Routines and schedule do not allow you to set the thermostat mode. Despite this, you can tell Alexa to do everything the routines don't let you do. Why? It looks nice though.I was worried by pre-ordering this I'd hate it. Turns out I'm mostly right. Installed it and then I went to set the schedule. Oh boy... I can't understand why Amazon is limiting me to only 4 ""mode"" changes per day and that these MUST be done in the schedule section of the thermostat. I base my life around routines. Routines that even Honeywell's cheap schedule based thermostats allow you to set. Those modes by the way expect you to be in automatic mode.Now here's the hilarious part. You could setup Google Home on a schedule to say ""Alexa, set Thermostat to heat."" then ""Alexa, set thermostat to 72."" That's how you must setup custom routines. The company the brought us routines to setup our lives now won't let you setup a routine.Why must Amazon limit my ability to set the thermostat up how I want?Why must I be limited to 4 max mode changes?Why must these mode changes be exclusively in automatic mode?Why can't a smart thermostat allow me to set my own schedule?Just get a Emerson Sensi ST55. It allows you all the freedom you'd expect from a smart thermostat. It does everything this thermostat does and more for $80. I have 2 ST55s in storage but decided to try something new and exciting from Amazon instead of digging them out after my move. As soon as I find those thermostats I'm ewasting this one. I don't want anyone else to be as frustrated as I am."
