Rating,Title,Text
1.0,Do not buy,"  As others have stated this lock has a ton of issues connecting via wifi and Bluetooth. When I first got the lock wifi would constantly disconnect as I have a Google Nest Wifi. Since I read that this was an issue for others since you cannot separate the 5 GHZ and 2.4 GHZ channels I bought a dedicated router to handle the 2.4 GHZ connections. This sadly did not resolve the issue and when I contacted support they were less than helpful.I had the same experience as many others with their support. I contacted them and they said to send the logs and then wait for a firmware update or if it was a hardware issue they would reach out. Being that a number of people have submitted tickets months ago and we are still seeing this issue is telling me they don't have any idea on how to fix it, or they just don't have the bandwidth to fix it.I wanted to like the lock as It does have a number of cool features, but if I can't even connect to it to use those features it's useless in my book. Maybe in the future I will purchase another one once they have their products tested better."
1.0,Awful experience,"  I’m not sure what happened with August. I had a first generation lock that used to be great. It worked reliably, remotely, and fantastically with multiple users. It got worse and worse over time. First, the remote capabilities got less reliable and then stopped working entirely. Then at some point my family was saying they couldn’t operate the lock anymore - always just saying “setup needed” in Apple Home app (HomeKit) and the August app itself not being much better. They were all set up as owners.So I figured it was time to upgrade maybe? Hoping this new generation would be smaller and bring back the reliability I once knew. So I ordered it, installed it, and was sorely disappointed that every issue I had with the first generation plagued the new one as well.August support articles were no help. Half of them wouldn’t even come up on their website.So I returned it and went with another HomeKit-compatible lock by a different manufacturer. Turns out the issues I had with August were unique to August. This other one is super simple, works great with multiple users, and has reliable remote access. Also responds WAY faster.I loved you, August… but you changed. It’s not me, it is you. Bye."
1.0,We completely wasted $250 on this POS!!!!!,"  So let me start by saying I had absolutely high high hopes for this lock based one the reviews I had read.  However from the second it arrived its been a complete nightmare!This lock has a horrible wifi signal and is constantly losing signal to the point I had to move one of my google nest routers right next to the front door!!!  It still continually loses signal even with the router less than 5 feet away and a download speed of 200mb+ I know its not my router.Update 11/14/20: As I wanted to give this time to see if the issues subsided and without question they have not!  We purchased the keypad and have never seen a device eat thru batteries like this one does.  No warning, just when you need to enter your code using the keypad the thing is DEAD!The lock continually still goes offline, and we've even purchased a Google Mesh Wifi which has done amazing things at extending our wifi, but yet the only device that still seems to lose connection is the AUGUST POS.Wish I could get my money back as this was by far the worst purchase I have ever made!!!!The application for Apple is OK at best, but clearly needs some work... overall I would RUN as far away from this lock as you can.I lost $250 on this POS and all I can do is help others steer clear of this thing."
3.0,"Initially liked it, but short battery life changed my mind","  After using a 3rd Generation August lock on my primary residence for 4 months, I decided to add an August lock to my vacation home.  I really like the smaller size of the 4th generation, so I bought it.Installation was straightforward and it worked fine.  But after only 6 weeks, I started getting alerts from the app and by email that the batteries were critically low.  That would be a problem anywhere, but especially for a second home, it doesn't work.Update:  August support explained that having a mesh network as I do (XFi router and pods) can cause the batteries to drain faster because the the mesh software is constantly testing the connections to make sure they are using the best connection.  They recommended trying a hub where the wifi connection is handled the hub which is plugged in and has plenty of power available to handle the wifi and the communication with the lock is handled via a lower power method.  I raised my rating from 1 star to 3 stars based on the tech support and proffered solution.  You have to understand how August support works.  In my experience, you never are able to directly interact with anyone.  You send an email and generally someone gets back to you within a day or so.  If you are persistent, they will work with you.I have contacted August technical support.  They said expected battery life for this model is 3-6 months.  That would still be problematic, but is still much more than I have experienced, at least with the original batteries.  They asked me questions about my home Wifi.  If they provide a solution, I will edit this post."
1.0,Completely unreliable products and company,"  Tried 4 different locks in two locations in my wither well-connected home, and the devices would never behave reliably, either on wifi or bluetooth (tried one, the other, and both active). The August app would occasionally control the locks, other times pulse and pause forever, sometimes would indicate the lock was unavailable, sometimes no status at all. Sometimes the states were reversed - lock was physically in an unlocked state, but app showed lock. HomeKit integration was far worse, often shown unlocking or locking forever, or no response.Factory reset locks several times, reset HomeKit settings from the back pushpin several times, all to no avail. Even tried a separate Wifi network dedicated only to the locks, but no change in condition (note that existing Velop 6 wifi mesh works for all other devices in the mode and yard with no issues, but nonetheless tried this). Tried three different iOS devices as well, and iOS 13 and 14, and latest version of this appTech support is vague, slow, lacks continuitiy, and after two months, completely unable to even sniff what the issue might be. Amazon has issued an extended return to me for this as they are useless.I spent 15-20 hours troubleshooting this, but without any other devices in my home having wifi or HomeKit issues, and August's own app showing severe performance issues, it can only be their HW/SW.Recommend that you avoid this at all costs. Full stop.I do have a Schlage Sense which works 100% reliably via its own app and via HomeKit as well. Also evaluating SimpleSafe Smart locks (will use HomeBridge to integrate to HomeKit if it is otherwise reliable)."
1.0,Did not work Poor quality app and packaging (Time waste),"  The lock was not able to connect with the app. There is no troubleshooting or support instructions given. The packaging and app also indicates poor quality. Packaging is hard to unpack, and app interface is very couter-intuitive. At minimum the app should have a support number if it does not work. App simply hangs and does not do anything. A poor quality product trying to act like high-tech. It just makes you waste a few hours trying to get it working. Returned."
1.0,Very short battery life,"  I have not even had this lock installed for 2 months yet and the batteries are dead. This lock takes lithium CR123 batteries so it is not like they are cheap to replace. If I had the space between the two locks I would just use my SimpliSafe lock instead of this piece of crap. As it is, I have to shell out an extra $50 to even bridge the August lock with my SimpliSafe system. I will not be doing that since I only get 1.5 months of use out of the lock already and that will likely decrease if I bridge the lock and system.Do NOT buy this lock unless you have stock in lithium CR123 batteries."
2.0,Unreliable Software,"  The hardware and installation are really great. Just a well designed product. However, that’s where the delight ended and the frustration started. Things seem to work fairly well over a bluetooth connection but over wifi it is so inconsistent...my lock’s wifi connection is excellent yet sometimes the app lags for as much as 60 seconds if I am connected to wifi but not bluetooth. Worse yet, I’ve gotten ‘low battery’ notifications about 10 times in the first two weeks. After throwing out what were basically new batteries and getting low battery the next day, I tried pulling the battery out and replacing. Works again for a few days until I have to repeat. Every time I use the app widget in iOS (I hoped this would be handier than searching for the app) the lock gets confused, won’t lock/unlock, and needs to be completely recalibrated before it will work. I can’t count on the thing to work so I can’t leave my keys behind or trust that my Alexa routine will lock the door without checking on it as I go to bed...what’s the point. Hopefully they figure this stuff out because there is a lot of potential here. At $250, don’t buy this thing until it gets 5 star reviews."
5.0,Outstanding lock that's easy to use and looks great!,"  While this is not my first smart device, it is my first smart lock.Initial impressions are 1000% positive!  It looks great and the manual operation is super easy with the heavy duty and easy-to-turn dial  Smart features are well thought out and easy to understand and operate.  Lock looks solid and feels very sturdy in your hand as you manually lock.  Great feature.Installation: Took no more than 5 minutes to install the Hardware.  Basic instructions were in the package with more detailed instructions on-line.  Very complete.  Downloaded the August app  and the setup was quick and easy.  Some reviewers complained about the Calibration process.  I had no issues at all.  I held my phone next to the unit (as the instructions point out) and the calibration process completed with one cycle.  The iPhone app then guided me through the WiFi connectivity.  The lock found my 2.4 Ghz WiFi which is at the absolute opposite end of my house and connected immediately.Operation:  All features on the lock work as advertised.  The auto-unlock feature works flawlessly as I pulled my car into the garage and entered my WiFi range.  My wife absolutely loves that as she is tired of fumbling for keys with hands full.  Door sense lets you know if the door is ajar and the auto-lock worked to perfection locking the door after a minute.  Audible tones alert you to locking and unlocking which is very helpful.Bottom line:  I highly recommend this lock for anyone looking to upgrade an older lock and move to a smart-lock experience.  At $249 you simply can't go wrong."
5.0,Tried Kwikset & Schlage SO YOU DON'T HAVE TO.  Get August.,"  In the past couple of years, I have tried both the Schlage and Kwikset smart locks.  While they do work, the installation and user interface trail August by years!  But most importantly, the connectivity, the August is quick to respond.  Integrates well with HomeKit.If you have any of the Schlage or Kwikset, it's time to upgrade.  If you are deciding which one to get, get the August.- Installation took less than 5 minutes.  Included drilling a small hole for the DoorSense flush mount.  (user manual said 5/8"" drill bit, but I had to use a bit bigger).- Setup took another 5 minutes (including updating firmware)- Responsive.  While others may take 5-10 seconds to react,  the August lock took between 1-3 seconds."
2.0,"I almost loved it, but the software isn’t up to the task","  After owning three Schlage z-wave locks in my last home, this lock, and the August version of the Yale lock are a big disappointment. There is no integration with Z-wave, and IFTT can read ‘history’ but not the current lock state and it can’t lock the door. The iPhone software is sorely lacking in basic features. For the door to the garage, we are in and out throughout the day, and my wife doesn’t always carry her phone, but the only option for auto lock is 10 seconds to 30 minutes. On my old system, the deadbolts locked at 10pm, or texted me if they were ajar. I still have to manually check these locks each night to make sure we are secure.The other big problem is WiFi connectivity drops and reconnects constantly throughout the day, even though I have three orbi rbr750’s and have super strong signal at the locks location. The Yale august lock is even worse with Bluetooth that is less than 4’ from the august connect, but has a super weak signal and eats batteries once a month."
1.0,August 4th Generation Lock is NOT Market Ready and DOES NOT WORK as Advertised,"  Installation- Easy Installation into Existing Deadbolt Location. It would have helped if there were better instructions; however, intuitive enough to figure out... just took longer to install.-Calibrating the lock was not super easy and took some trial and error; however, finally figured it out after 30+ minutesAPPEARANCEThe lock has a pretty clean look, it is reasonably sized.  If offered in Brushed Nickel would have matched our existing hardware so we had to settle for black.FUNCTION- We like that it works off Bluetooth / Wifi and doesn't require a Bridge.- From here the function goes South... we purchased the Lock to allow ""Guests"" to access one of properties on a daily basis without use of a Key... which also allows us to track who comes and go.  However, you cannot allow ""Guest Access"" at this time.  We contacted Support and they notified us that this is a ""Known Bug"".  Their advice was to give everyone ""Owner Access"" which is insane, because Owners can add and delete Guests, change Settings, see who Accesses and When...- From time to time, lock has hard time connecting or takes time...  so you have to be patient.OVERVIEWThe Lock does not function as advertised... if a Property Owner needs access works fine... however, if your goal for the lock is to allow Guests, Cleaners, Contractors, etc, into the Property with keyless entry and keep track of them the lock is useless.  it is a $250 Deadbolt."
1.0,Doesn’t stay connected,  Try to imagine coming home to a front door lock that randomly takes itself offline.Every. Single. Day.By default August has notification of the lock going offline disabled. There is a reason for this. Enable it it and you’ll see. These locks go offline and reconnect a dozen or more times.Every. Single. Day.Before you conclude it must be my WiFi. Let me assure you it is not. Every other device is online continuously. Even positioning a dedicated Google Nest Router next to the front door didn’t change a thing. The lock still randomly disconnects and reconnects continuously.Every. Single. Day.Foolishly bought two of these disasters and ended up tossing them. Replaced it with a WiFi lock from a proper lock manufacturer and guess what? It stays connected.Every. Single. Day.
5.0,"Comparison of August, Schlage, and Lockey","  This is my third ""smart"" deadbolt lock. With each purchase I've relied on expert reviews, which have been valuable, but technical reviews can't capture the experience of actually living with a lock, which is what I'll try to capture here. Here are the pros and cons after living with several different locks.Schlage Connect BE469. My first experience with the Schlage smart lock was good. It was relatively easy to install, and it had a removable ring, making it one of the few smart locks that fit in smaller bore holes (which are surprisingly common in any house old enough to vote). The Schlage has a keypad, so you can get in even if you don't have your keys or your phone. It also has a traditional key, which is useful if the batteries die, although you'll have to have a locksmith re-key it if you want the key to match others (e.g., your back door). The biggest disadvantage of the Schlage lock is that it requires a hub for remote control, like letting a contractor into the house while you're at work. The first Schlage BE469 I installed worked fine with my Wink Hub 2, but then Wink had financial troubles and started charging a monthly fee. So I switched to a Samsung SmartThings Hub. Weird thing is that the hub worked fine to control one Schlage, but said the other Schlage (which was bought two weeks later on Amazon) was too old a version and wouldn't allow advanced features like remote control. I spent months trying to solve the problem (upgrading firmware of both lock and hub, uninstalling and reinstalling, deleting and reinstalling the app, etc.), but nothing ever worked. I finally removed the second Schlage and replaced it with this August lock.So ... on to the August lock. First of all, installation was a breeze, since the lock using the exiting outside keyed portion and deadbolt, replacing only the inside thumb latch. Easy. Second, the app is very well designed, including the guided tutorial for both physical installation and smart setup. After setup, the app is super intuitive, and the graphics that indicate door status are smart. The log file is complete, accurate, and easy to read. Third, since August replaces only the lever, you can keep your existing key as backup. Fourth, the new August lock is a lot smaller than earlier versions. Downsides: No external keypad, so you have to have either your key or your phone for access. This is a bummer, since I often take neither for walks. Also, rated battery life is shorter than for other locks -- this is the price of direct WiFi. The lock comes only in silvery grey -- I wish there were a brass option to match my other existing door hardware. The biggest factor for me, and why I really like this lock, is that the remote feature works reliably. That's a huge deal for me, since the primary reason I got the lock is so that I can let in contractors when I'm not home. I can open the lock then relock it when they leave, without giving them a keypad code. The remote locking works reliably even though my deadbolt isn't perfectly aligned (we normally have to push the door shut before throwing the deadbolt, but the August lock gives it a second then third effort and always manages to get the bolt in place, even without holding the door shut).Last, but not least, I also have old-fashioned mechanical keyless locks on other doors. It has push button buttons and you set the combination mechanically inside the lock before installing. No batteries. The brand I have is a Lockey. The downsides are that you can't open the lock remotely with an app, and if you have to give out the combination, then the person you gave it to will have access unless you physically remove the lock and change the combination. The upside is that you don't have to carry a key or a phone. Another upside is that this type of lock is incredibly hassle and maintenance free -- I installed Lockey mechanical locks on an exterior garage door and two basement doors 25 years ago, and they're all still working great. If you don't need to lock and unlock your door remotely, this old mechanical technology is worth considering.That's it. I hope this real-life experience of living with different generations, technologies, and brands of smart locks over the past quarter century is of some use to you in deciding which lock will best serve your needs."
